image_name,comment,category
4303790425.jpg,a person holding the leash of a dog as the dog sniffs the horse,dog
485054073.jpg,a white dog is attempting to catch a green and pink object,dog
536721406.jpg,a dog chases a bull through a muddy pen,dog
3084731832.jpg,a dog stands in the white snow,dog
1084040636.jpg,a white dog rests its head on the patio bricks,dog
1445123245.jpg,a black and tan dog plays with a centipede toy,dog
4703277578.jpg,a woman dressed in blue is watching her dog getting a drink from a blue container,dog
1526325728.jpg,the large gray colored dog is jumping on the beach,dog
2647593678.jpg,the little red dog is running a course in front of blue tents,dog
2196846255.jpg,the large brown dog stands in the choppy water,dog
2208652989.jpg,a person ridding a white horse with reflective clothing on,horse
3671851846.jpg,a lady holding one dog while another dog is playing in the yard,dog
2823075967.jpg,the black and white dog is biting the brown and white dog,dog
448257345.jpg,a dog is staring at the food in the plate of a person eating,dog
2054308369.jpg,a yellow dog licks a little girl on the nose,dog
3500115252.jpg,a dog plays with a stuffed animal,dog
433855742.jpg,a person in a black coat playing frisbee with a dog near a wooded area,dog
516998046.jpg,a dog running through water,dog
308307853.jpg,a white dog is running around a tumbleweed on a sand dune,dog
2534502836.jpg,a white and tan dog runs through the tall green grass,dog
1805990081.jpg,a boy in a striped shirt walking a small dog on a leash,dog
3482974845.jpg,a black dog with his pink tongue sticking out running on the beach with a white dog wearing a red collar,dog
2311690895.jpg,a person touches a dog s tooth,dog
6212337902.jpg,a horse and rider are in midair as they leap over an obstacle in a wooded area with another photographer snapping pictures,horse
129462636.jpg,a woman pulls a dog through a door,dog
2017276266.jpg,a dog in midair catching a ring,dog
2067362863.jpg,a brown dog is jumping up at another dog in front of the man in jeans,dog
2596900481.jpg,a small dog is looking at a man walking towards the front of the store carrying a basket,dog
1067180831.jpg,a dog jumps to catch a toy,dog
251586160.jpg,black dog running while man looks on,dog
2458006588.jpg,a dog is standing on a metal beam alertly looking at something,dog
500308355.jpg,a lady in a yard holding a dog while another dog is jumping,dog
3110614694.jpg,a dog is running on snow with a snowball it its mouth,dog
6784757122.jpg,a young woman jumping her horse in competition near the ocean,horse
4123894799.jpg,an older female walking a dog,dog
261490838.jpg,a dog chasing a deer in a field with yellow flowers,dog
6006578474.jpg,a woman in traditional dress and hat is sitting sideways on a horse,horse
6907789234.jpg,a horse and rider on a steeplechase course,horse
2170222061.jpg,a small dog chases after a large brown cow,dog
3069937639.jpg,a dog runs through a field,dog
1009434119.jpg,a dog runs on the green grass near a wooden fence,dog
405331006.jpg,a man in blue is riding a horse on a dirt road,horse
225909073.jpg,a wet german shepherd dog is running out of the ocean with a ball in its mouth,dog
496380034.jpg,a black and tan dog and a black and white dog are playing ball in the grass,dog
477768471.jpg,a black and white dog is playing with a golf ball in the sand,dog
824923476.jpg,a flock of brown and white geese are walking through grass with a black and white dog nearby,dog
481632457.jpg,an adult australian shepherd follows behind a running australian shepherd puppy,dog
536721406.jpg,a small black dog chases a large animal in a fenced area,dog
350588129.jpg,a dog jumps into a pool while someone watches from the side,dog
3712742641.jpg,a black and white dog is swimming in a lake,dog
2467850190.jpg,a woman and a dog both with the butts turned towards the camera,dog
1469000260.jpg,the large brown dog is sitting on the path next to a tree,dog
1832085044.jpg,a gray and white cat sits behind a sheet music copy of chopin s prelude in a major,cat
661755629.jpg,a little dog is looking at a red ball,dog
2374652725.jpg,a tall white dog sits and watches a small black dog run around him in the snow,dog
2833560457.jpg,a dog running on grass,dog
115275821.jpg,black and white dog looking at camera with man bent over in the background,dog
2864340145.jpg,a dark dog is in a body of water,dog
2339946012.jpg,a dog swims in the water,dog
2089442007.jpg,a dog with red fur stands in a body of water,dog
4656225038.jpg,two girls playing on a tree with their dog,dog
3349968447.jpg,a white dog in the snow carries a plastic mountain dew bottle in its mouth,dog
2090723611.jpg,large fluffy gray dog standing in grass in front of a brown dog,dog
446901798.jpg,volunteers are in this picture with their dog searching for a missing girls last known playing in the woods,dog
1341787777.jpg,a brown dog is bending down trying to drink from a jet of water,dog
3030793171.jpg,brown dog running on grass,dog
2479162876.jpg,a tan dog walks ahead of a man in a dry area,dog
2792409624.jpg,the black and white dog runs through the grass,dog
2125626631.jpg,a dog makes a faithful leap to catch a green and black frisbee in his mouth,dog
3149919755.jpg,a dog standing on a beach with a ball nearby,dog
3228793611.jpg,the brown dog is digging in the dirt,dog
2804851816.jpg,the brown dog is running through a field,dog
6944132355.jpg,a jockey and horse in the middle of other jockeys and horses during a race,horse
3903095674.jpg,a man holding bouquets of flowers next to a dog in a basket,dog
336187979.jpg,a baby girl is yelling with two adults and a cat in the background,cat
411216802.jpg,two dogs biting another dog in a field,dog
314603661.jpg,a brown dog with big ears walks across the carpet after a brown toy,dog
1189977786.jpg,one dog is jumping into a pool while another runs along side the pool s edge,dog
1554713437.jpg,a big hound dog walking on a log in the woods,dog
3474999131.jpg,a black dog jumping over a yellow pole in an obstacle course,dog
2274602044.jpg,old man sitting on the park bench with a black dog,dog
443885436.jpg,a white dog catches a stick in the snow,dog
3622929632.jpg,the dog has a ball in its mouth,dog
3463922449.jpg,the brown dog is running towards a blue and yellow tube,dog
851566221.jpg,a cowgirl is riding a horse while chasing a brown bull,horse
1446933195.jpg,a black puppy is biting a tree limb,dog
2058124718.jpg,brown dog barks at another brown dog with a stuffed duck in mouth,dog
2934000107.jpg,a black dog jumps in a body of water with a stick in his mouth,dog
3708839890.jpg,a dog playing in water,dog
505944126.jpg,a brown dog and black dog are foraging in some brushland,dog
3229898555.jpg,a cat standing on carpet is interested in a piece of string in the air nearby wood flooring,cat
451326127.jpg,a dog jumping over a fallen tree in the forest,dog
1460450364.jpg,a boy wearing a red jacket sits on his dad s shoulders while his father who is wearing a gray longsleeved shirt and white shorts holds onto a large black dog by its leash,dog
4981677799.jpg,a man with a leashed dog is standing near a pagodalike gazebo,dog
5858851.jpg,a man on a horse lassoing,horse
2896640216.jpg,a dog and his trainer at a challenge,dog
276356412.jpg,a dog is digging in the sand beneath some grass,dog
3202360797.jpg,a golden dog is running along a tire track that has been carved out in the snow,dog
2148991939.jpg,a dog leaps off a dock and into the water,dog
1022975728.jpg,a dog splashes in the water,dog
2428751994.jpg,a brown and white dog is running on the grass,dog
421932359.jpg,a brown and white dog is running across a brown field,dog
263522013.jpg,a dog shaking off water,dog
2923475135.jpg,a person in white jumps a brown horse over the gate,horse
1324816249.jpg,a brown dog stands in a lush field with the stunning clouds and mountains behind it,dog
246055693.jpg,a yellow dog jumping off of a porch,dog
3544673666.jpg,a dog jumps to catch a toy near a brick house,dog
2944836001.jpg,man holding a ball while a dog jumps up for it,dog
2518508760.jpg,a greyhound wearing a muzzle and the number six on a yellow jacket is running on a dog track,dog
4960755808.jpg,a contestant riding a pony in a rodeo setting is being thrown by the horse,horse
3028561714.jpg,a white dog jumps into the air,dog
284105062.jpg,a man in a red jacket rides a horse in mountainous terrain,horse
292887910.jpg,small white dog chases orange ball,dog
3086523890.jpg,a big brown dog plays with a small white dog near a ball,dog
2110692070.jpg,a dog running though a green yard,dog
178980177.jpg,children wearing hats playing on a horse,horse
4123894799.jpg,man walks his dog over interesting surface,dog
4625244996.jpg,a furry white dog is alone by the marina,dog
2613920405.jpg,a man walks with a cow down a dirt sidewalk,cow
4447268988.jpg,men are sitting down on cement steps along with a dog,dog
272546805.jpg,the brown dog and the black dog with green harnesses are in the sand,dog
2831656774.jpg,the woman is guiding a brown and white dog over a tall white fence on an obstacle course,dog
3521201948.jpg,a dog race where all the dogs have mussels,dog
308956341.jpg,a black dog is shaking off water,dog
6212276888.jpg,a black horse and blue car crossing a river on water submerged pathways,horse
2986280913.jpg,a boy and a dog running on grass,dog
1570723692.jpg,a large orange dog and a little orange dog with another third dog in the grass,dog
3621623690.jpg,a woman in riding attire rides a jumping horse,horse
2635483351.jpg,a black dog sits on the floor,dog
4608742964.jpg,a group of middleaged people ride a horse drawn carriage while dressed in historical costumes,horse
109202756.jpg,a young blond woman sitting atop a brown draft horse in the snowy mountains,horse
1287982439.jpg,a brown dog barks over its shoulder in the water,dog
3619630328.jpg,a dog jumps over a hurdle,dog
3726168984.jpg,a brown dog is climbing over a golden dog that is carrying bottle in its mouth,dog
3622929632.jpg,a dog holding a baseball in his mouth,dog
3568505408.jpg,a cowboy is riding a horse whilst spinning a lasso around,horse
3549408779.jpg,a black and white dog swimming,dog
5943351624.jpg,the horse with the rider in blue has number on it,horse
3515904775.jpg,the black dog is running through the water with a red ball in its mouth,dog
2838125339.jpg,a police dog in training jumping over a large wall,dog
486720042.jpg,a spotted dog playing on a baseball field with another dog,dog
6944132355.jpg,a horse and jockey jumping over a hay bale,horse
2741380826.jpg,a small dog jumps over a yellow beam,dog
377872672.jpg,three dogs playing in the snow while one dog wears a jacket,dog
456512643.jpg,a brown dog running through grass,dog
2873837796.jpg,a dog of dark color holds a red leash in his mouth,dog
443430496.jpg,a brown dog swimming in murky water,dog
2802447198.jpg,a man competing in a sport with a horse,horse
3656206975.jpg,a dog fetching a stick in the water,dog
3490736665.jpg,a big dog stands on his hand leg as tennis balls are thrown his direction,dog
2345984157.jpg,a brown dog shakes himself dry,dog
989851184.jpg,a black dog holds a small white dumbbell in its mouth,dog
3519942322.jpg,the tan dog runs toward the small toy that is laying in the grass,dog
2051194177.jpg,a wet dog carrying a stick in its mouth is walking out of the lake,dog
